iteration,error
46,0.11134298078978558
47,0.11116790881343157
48,0.1109484476829084
49,0.11089373224382651
50,0.11094726366957935
51,0.11079912648680415
52,0.11071895368857525
53,0.11067100862672943
54,0.11056443258178078
55,0.11046000251840375
56,0.11036205240251597
57,0.11028507688143199
58,0.11016891588912756
59,0.11004070134509661
60,0.10990118020241015
61,0.10975400989628552
62,0.10960260783514762
63,0.10948519604864018
64,0.10998951790208597
65,0.10948967548696824
66,0.10942470114929023
67,0.10948016558488943
68,0.10939533520742495
69,0.10935940268198238
70,0.10930297151525487
71,0.10924350909577246
72,0.10918431701551212
73,0.10912840452056657
74,0.10911094708869953
75,0.10919770994103073
76,0.10908426766194665
77,0.10904921050298429
78,0.1090225652347483
79,0.10904129798633672
80,0.10900258908352908
81,0.10897353415747553
82,0.10894035188158094
83,0.10890280573626858
84,0.10886114087649365
85,0.10887530654653119
86,0.10882886148411407
87,0.10880075252646401
88,0.10876979883674995
89,0.10873985838557503
90,0.10871424290139407
91,0.10869075494983473
92,0.10865923418939671
93,0.10861669074218298
94,0.10856791455095165
95,0.10851216217656286
96,0.10844926186370663
97,0.10837939323937575
98,0.1083037514700352
99,0.10830396471838231
100,0.10831580208120264
100,0.10831580208120264
1,0.0
2,0.1100263908211573
3,419.3316445432082
4,0.20844369076723698
5,97.32982139395303
6,0.16151694485546972
7,23.30599178715253
8,0.14370266493004308
9,5.686357683379072
10,0.13620779822494383
11,1.4400681872357848
12,0.13281343318679775
13,0.4228285072594548
14,0.1312045177463258
15,0.18634976959973348
16,0.12867098145534692
17,0.1344040160581073
18,0.12585670435995355
19,0.1229867921640204
20,0.12174736716596248
21,0.11856473702749268
22,0.11697160702150637
23,0.11474209146864442
24,0.11284744758095804
25,0.11135520754737098
26,0.11019631027229435
27,0.10957385507285348
28,0.1096217451051834
29,0.10945782412323399
30,0.10941769384488914
31,0.10943676409325952
32,0.10929787348992474
33,0.10921071415866238
34,0.10915879351616804
35,0.10912092291606863
36,0.10904185472047848
37,0.10900272685533431
38,0.10900453265091427
39,0.10898452045661125
40,0.10896634277032173
41,0.10893577594313518
42,0.10890018622122707
43,0.10885954213646849
44,0.1088156921349714
45,0.1087712365149604
46,0.10871948311993622
47,0.10865935488563253
48,0.10858949367625419
49,0.1085071885569321
50,0.10841352131233468
51,0.10830832948466931
52,0.10819364168855684
53,0.10807053084271645
54,0.10794413135726691
55,0.10846596071684975
56,0.10792706116096143
57,0.10809810444137959
58,0.10787598142201782
59,0.1078165144157987
60,0.10774942471319852
61,0.10771666040928439
62,0.10769381360178468
63,0.10767533407199459
64,0.10761587249119321
65,0.10755791134425567
66,0.10749479299206036
67,0.10742962477510566
68,0.10735665878009536
69,0.10742729456495463
70,0.10735743011464836
71,0.10730796439562393
72,0.10725131609954473
73,0.10719679107572334
74,0.10712960434232013
75,0.10704776932805911
76,0.10695463630672832
77,0.10684730030530294
78,0.10674250300190018
79,0.10661845142025164
80,0.10647566711108358
81,0.10632138892287234
82,0.10674519005996844
83,0.10633031636258235
84,0.10643358658041761
85,0.10629331513564295
86,0.1062511705951984
87,0.10619041843405305
88,0.10612299248558207
89,0.10604967471741066
90,0.10617070759816755
91,0.10603708745441973
92,0.10605041670330519
93,0.10601488792645315
94,0.10600302741037333
95,0.10597100984182006
96,0.10593363637595023
97,0.10589039879550126
98,0.10584079451402204
99,0.10578581519653177
100,0.10572348956431041
100,0.10572348956431041
1,0.0
2,0.10624841983316559
3,445.23939754724665
4,0.14987226105679755
5,103.09074853746206
6,0.13642462595948973
7,24.551079720305545
8,0.12511616070325937
9,5.904958762576472
10,0.12047492142983265
11,1.444684792888083
12,0.11840755013179147
13,0.39419036055332696
14,0.11743717656743888
15,0.159383814221944
16,0.11669952125439698
17,0.11388306622426683
18,0.1154317804869609
19,0.10824171725135213
20,0.11243768745625334
21,0.10797788968989892
22,0.10836734035542396
23,0.10742656102233387
24,0.10730167506533361
25,0.1069988615556459
26,0.1068342852462448
27,0.10665613876533724
28,0.10652492029646538
29,0.10635943979255535
30,0.1061828523969278
31,0.10601828156633473
32,0.10583369603485723
33,0.10565100825341618
34,0.10548566742040821
35,0.1053633104556578
36,0.1053246159490266
37,0.10542142640699081
38,0.10526888927842994
39,0.10522395948315849
40,0.10517572014848206
41,0.10515418854066264
42,0.10510098610615029
43,0.10504085423920952
44,0.10497529028072819
45,0.10490673808011436
46,0.10483043376801289
47,0.10474365727326333
48,0.10465100563669065
49,0.10455375429967081
50,0.104460889682425
51,0.10465642613674216
52,0.10444341424405003
53,0.10438298216658723
54,0.10431098616439229
55,0.10423552576966995
56,0.10425348424438524
57,0.10422951788554273
58,0.1042080444570196
59,0.10418074123538096
60,0.10414710519639758
61,0.10410519986331995
62,0.10405800755818483
63,0.10400522893670257
64,0.10394738249135357
65,0.10388574816406483
66,0.10383821409507096
67,0.10395499681113712
68,0.10383107965214391
69,0.10379138169600716
70,0.10375656954473357
71,0.10373391278423247
72,0.10375928913923448
73,0.10373255048114104
74,0.10370892700219214
75,0.10368118654301633
76,0.10365034096984094
77,0.10362120236543762
78,0.10357974283394492
79,0.10353298603652387
80,0.10347981221391729
81,0.10342016430017813
82,0.10335458682686552
83,0.10328430049051812
84,0.1032150479435754
85,0.10323192601706511
86,0.1035456432945191
87,0.10316918594580508
88,0.10324599989901069
89,0.10315726228763596
90,0.1031692897470242
91,0.10314691932546646
92,0.10313357219533144
93,0.10311532954574427
94,0.10309568537994741
95,0.10309086038041032
96,0.10308804232118644
97,0.10308121001433364
98,0.10306603392293363
99,0.10304891044447764
100,0.10302877030529749
100,0.10302877030529749
1,0.0
2,0.10134069778658819
3,342.2642486094617
4,0.3321984451411674
5,54.77089910031467
6,0.1855483953981539
7,13.42733634549412
8,0.16354771867259085
9,3.288884853965459
10,0.15291190685228104
11,0.8417530253985711
12,0.14773342835061976
13,0.2737105904144883
14,0.14519067028635926
15,0.15357024274728734
16,0.14210202986784487
17,0.13258981420790344
18,0.13769934165278702
19,0.12907329432497533
20,0.129448510781859
21,0.12493701666353077
22,0.12229929758255054
23,0.11898234438998627
24,0.11566335540093281
25,0.11181674452525851
26,0.10802636867109967
27,0.10449861927242278
28,0.10185216445722814
29,0.10127924145594745
30,0.10811876671020945
31,0.10107674023396816
32,0.10220628833406241
33,0.1011833787858643
34,0.10108499027816337
35,0.10112404724280494
36,0.10093926054520731
37,0.10087220925618996
38,0.10081033947114237
39,0.10078192890371092
40,0.10083735548095019
41,0.10077469712569252
42,0.10075952894744465
43,0.10076166659731003
44,0.1007450422166415
45,0.10073108651583905
46,0.10072062214481908
47,0.10070593207719854
48,0.10068833078561178
49,0.10066741223250292
50,0.10064400484156714
51,0.10061972175911972
52,0.10059177833028855
53,0.10056156278438685
54,0.10054777141436026
55,0.10055805626856594
56,0.10053306758816849
57,0.10051624553397046
58,0.10049886829974539
59,0.10047314480398231
60,0.10044387893478463
61,0.10041016412838662
62,0.10037656018690055
63,0.10033468629249107
64,0.10028496748553624
65,0.10022795388136302
66,0.10016573901239008
67,0.10009287785814554
68,0.10001431461832704
69,0.09992739054337739
70,0.09983395614452494
71,0.09973955561671471
72,0.09980936596445328
73,0.10008989430149219
74,0.09966543202019514
75,0.09980376234443035
76,0.09964687746500797
77,0.09961733064094405
78,0.09969037815484492
79,0.09961996677774544
80,0.09960205209063412
81,0.09958351684326454
82,0.09959732648174328
83,0.09957917090995423
84,0.09956695838753321
85,0.09956139072050059
86,0.09954824916257621
87,0.09953203197561407
88,0.099512971109393
89,0.09949081043682406
90,0.09946664675790048
91,0.09943626744034328
92,0.09940081589512269
93,0.09935942416605119
94,0.0993115044360873
95,0.09925651221717569
96,0.0991941433677101
97,0.09912375324144737
98,0.09909001249018942
99,0.09942306061035698
100,0.09906899599988199
100,0.09906899599988199
1,0.0
2,0.0985520862902991
3,448.58795303432606
4,0.12247465523204493
5,104.63493031793203
6,0.11112193422694724
7,25.20880925173345
8,0.10680355673030034
9,6.201827338543109
10,0.10498386373345248
11,1.5803863465913084
12,0.10415889117289748
13,0.4539615166596643
14,0.10376762337708725
15,0.1823329079512813
16,0.10357729410029866
17,0.11885560343511717
18,0.10329843096151235
19,0.1049950372988708
20,0.1030112191685756
21,0.10231860444243887
22,0.10253719146360087
23,0.10173247088118494
24,0.10177026450206414
25,0.10119351281394134
26,0.10093422879016231
27,0.10052119380973867
28,0.10017605615431008
29,0.09979708097316871
30,0.09941642139163534
31,0.09904742325684725
32,0.09871189958415057
33,0.09847586600013845
34,0.09843027754093837
35,0.09843513776534828
36,0.09839397959941985
37,0.09840568040852699
38,0.09835015202556047
39,0.09830747074747187
40,0.09828952282945182
41,0.09826093459372603
42,0.09823369715582447
43,0.09820616057223581
44,0.09818344592289542
45,0.09816299436145794
46,0.09813036103346358
47,0.0980981663590974
48,0.09805628233766106
49,0.09800834305566267
50,0.09795325585537204
51,0.09789128378891261
52,0.0978221170572542
53,0.09774674377143254
54,0.0976829118808286
55,0.09803797456810907
56,0.09769630499522654
57,0.09768902234867424
58,0.09772521320525945
59,0.09767027637558214
60,0.09764408247595548
61,0.09762081520283608
62,0.09760166166063947
63,0.09757354862587124
64,0.09754201823636531
65,0.09750767626104209
66,0.09746691118422666
67,0.09742207988694863
68,0.09737415536009654
69,0.09732509889211464
70,0.09727878721790234
71,0.0975964862831096
72,0.09727103305657328
73,0.09740056006198601
74,0.09726554587800719
75,0.09724901355179093
76,0.0972835255597377
77,0.09723994354051635
78,0.09722582496272562
79,0.09722471230109765
80,0.09721298132830372
81,0.09720102559549568
82,0.09718544810583696
83,0.09716774019184135
84,0.09714784212425313
85,0.09712541954747012
86,0.09710016440570665
87,0.09707204449861351
88,0.09704150824475849
89,0.0970086867825077
90,0.09699173723584603
91,0.09704101254345006
92,0.09697856496029024
93,0.09698221226356915
94,0.09696932963691617
95,0.0969584116080114
96,0.09694101754340018
97,0.09692094744985043
98,0.09689801952480258
99,0.09687215138359741
100,0.09684348585583329
100,0.09684348585583329
1,0.0
2,0.10201538795877046
3,233.79141306331178
4,13.42631421569685
5,29.516776431516476
6,4.298350831094377
7,1.9292623464794707
8,1.2060525971539497
9,0.5976356935032189
10,1.1884524513124282
11,0.4938304486687384
12,0.5203763330790171
13,0.4154352943419591
14,0.3616213663467478
15,0.31135908944372553
16,0.27225089638111855
17,0.25819365443929204
18,0.22535928668213745
19,0.20048847063399694
20,0.17708598935426784
21,0.16042262272197022
22,0.14706347262339267
23,0.14934292681858194
24,0.13298761329639386
25,0.12097189484780962
26,0.12405824902881077
27,0.12147430257251422
28,0.11558911107743473
29,0.11217053938609832
30,0.11452783446309651
31,0.10982997854762318
32,0.10816252985349897
33,0.10938880690836847
34,0.10783192681768305
35,0.10701599326680251
36,0.1070032714606113
37,0.10562867889978346
38,0.10510247071486896
39,0.10457970251316123
40,0.10476928822798794
41,0.10443026483422689
42,0.10432991914501367
43,0.10401372784196834
44,0.10371184638382694
45,0.10343088022575142
46,0.10319536902946859
47,0.10288771568021315
48,0.10260833968095576
49,0.10236716293931591
50,0.102475444580206
51,0.10239973151689859
52,0.10231813503411608
53,0.1021986371009979
54,0.10206733746587889
55,0.10194010522861743
56,0.1018338553938322
57,0.10172783843625134
58,0.10167394239018719
59,0.10156657832323358
60,0.1014327781680681
61,0.10128737911236813
62,0.10111976250860322
63,0.10093975804077733
64,0.10075794985567124
65,0.10058235017286161
66,0.10048081142341261
67,0.10055419754285624
68,0.10044620078448317
69,0.10033501188342567
70,0.10021250620909268
71,0.10028794777817174
72,0.10018179124798048
73,0.10009046606647913
74,0.09998856911760091
75,0.09987364010780121
76,0.09990528467073816
77,0.0997918537287122
78,0.0996885022187861
79,0.09957166632669062
80,0.09944266821133928
81,0.09930662487369735
82,0.09915677672427027
83,0.0990015755824199
84,0.09928171324112826
85,0.09898253985623179
86,0.09901590586842199
87,0.09894537613262032
88,0.09889509362831116
89,0.09883230809308531
90,0.09881901777727174
91,0.09881180778642795
92,0.09881183156187029
93,0.09877745944915294
94,0.09874000856641423
95,0.09869859429784997
96,0.09865230573679182
97,0.09860256728763038
98,0.09855077618385832
99,0.09854521438284278
100,0.09854443742897212
100,0.09854443742897212
1,0.0
2,0.095670435436879
3,178.72436832356243
4,9.682124906705507
5,21.036309318959308
6,2.898997632391549
7,1.2441796439588662
8,0.8162531382935637
9,0.6702791390933308
10,0.7238125712677596
11,0.5893246161643495
12,0.497468620416771
13,0.4709826565114317
14,0.37636500384295984
15,0.31374962534209877
16,0.22644893387853998
17,0.1807909836024896
18,0.18045619678965288
19,0.17760139108004241
20,0.15125219484219185
21,0.13444876493858376
22,0.13360938828976804
23,0.1364342276542617
24,0.1217844293633648
25,0.11554382084952627
26,0.11993874961536412
27,0.11576198394361939
28,0.1127757412095837
29,0.11224588680535323
30,0.10921157849886054
31,0.10871956505484892
32,0.10723276124642044
33,0.10627126296676939
34,0.10471772580561776
35,0.10380780773291017
36,0.10253100405234769
37,0.10137298942006075
38,0.10220201809145175
39,0.10191081474090938
40,0.10118119359784146
41,0.1010412277622783
42,0.10075918270737683
43,0.10029532547897306
44,0.09985483888266433
45,0.09937498893753673
46,0.09892141471557679
47,0.09853815247771444
48,0.09855189772997311
49,0.09815835655364012
50,0.0978130267822893
51,0.09740433107277334
52,0.09697954611472473
53,0.09655877101900112
54,0.09618223590748722
55,0.09590425599797324
56,0.0965012556703495
57,0.09610728828593021
58,0.0960333734188281
59,0.09583586378495366
60,0.09568613352422564
61,0.09562764450583913
62,0.09558074670433543
63,0.09548776807440786
64,0.09538928766800557
65,0.09529618122992205
66,0.09527375525173351
67,0.09519792275063944
68,0.09511067119805128
69,0.09502264678431113
70,0.09494329252210333
71,0.09485813503259403
72,0.09488316042899524
73,0.09488543682604947
74,0.09484695571925342
75,0.09484030384860942
76,0.0948009649051312
77,0.09476576387039214
78,0.09472884011298575
79,0.09469223673879443
80,0.09465985419801805
81,0.09464144875064777
82,0.09462532268596878
83,0.09459783041349853
84,0.09456104394183512
85,0.09452106569716387
86,0.09447841785810515
87,0.09443134030987284
88,0.09438810586701311
89,0.0943934409334094
90,0.0943739880710025
91,0.09433922241856967
92,0.09430017583285753
93,0.09425669458208079
94,0.0942088374462162
95,0.09415782200105392
96,0.09419797251688854
97,0.09417255002380964
98,0.09416167968173196
99,0.094139427050232
100,0.09411292110828856
100,0.09411292110828856
1,0.0
2,0.09529742233483106
3,248.4267025066229
4,8.778016212693945
5,40.52174757751907
6,3.855183348105552
7,5.2560192352315775
8,1.8900081779723559
9,0.3801993123986047
10,0.9293022945839557
11,0.24994327172367833
12,0.5167681043027301
13,0.2223311450813192
14,0.2154960322766757
15,0.19624607789588872
16,0.146999979839133
17,0.16549892077811762
18,0.12319579138782531
19,0.12176615175076719
20,0.11392842292235299
21,0.10911530876920679
22,0.10995191034242408
23,0.10240270336800938
24,0.10398759881806505
25,0.09980415206733417
26,0.09735513361616983
27,0.09503721945165396
28,0.09425716962791639
29,0.09524255485182963
30,0.09388428096543756
31,0.09361277655572998
32,0.09351833013988502
33,0.09315623512498131
34,0.09305591551992336
35,0.0927469688459714
36,0.09250743212351807
37,0.09231023554433128
38,0.09222294134097184
39,0.09208647542280697
40,0.09190852059331833
41,0.09173620836861666
42,0.09160700657041489
43,0.0916492698253835
44,0.09148254307072343
45,0.09133616530598744
46,0.09118100942142578
47,0.09102391565929371
48,0.09084309263718301
49,0.09065415771665133
50,0.09046500682463901
51,0.09029004367840386
52,0.09019189038820674
53,0.09060776497699181
54,0.09007234134795072
55,0.09003870815157217
56,0.09000065068903117
57,0.08998729681255233
58,0.08995813869400925
59,0.08990281267068854
60,0.08985010062439584
61,0.08978912869081138
62,0.08972718799319013
63,0.08966751613664346
64,0.08958941294888378
65,0.0895102658438448
66,0.08944767752512159
67,0.08936183663174486
68,0.08949665207119246
69,0.08934661479932897
70,0.08935817544800481
71,0.08932457802811274
72,0.08928444146543718
73,0.08925958607253327
74,0.08922282077703703
75,0.08918323826438987
76,0.08916234543321408
77,0.08916730284214902
78,0.08914874742031133
79,0.08911971724899352
80,0.08908731199092987
81,0.08905028074322556
82,0.08900859913889764
83,0.08896150315326336
84,0.08890934807743839
85,0.08885295568867155
86,0.08879443818098713
87,0.08874996775239546
88,0.08895491228526113
89,0.08873212544362444
90,0.08869982216332901
91,0.08875288552327254
92,0.0886872357366695
93,0.0886724477347901
94,0.08868849593351207
95,0.08867412945044628
96,0.08866154377898605
97,0.08864994588732032
98,0.08863782496847084
99,0.08862687321917129
100,0.08861338369964508
100,0.08861338369964508
